Index,Phylotype,Sub-Phylotype,Sequevar,Sub-sequevar designation,Strainname,Alt Names,"Environmental Source (Soil, Water, unknown plants)",Host Species (Common name),Host Species,Host Genus,Host Family,Host Order,Year isolated,Longitude,Latitude,Location Isolated,Location (Country or Territory),Location (subcontinent),Location (continent),Genome Accession,Genome Level,Sequencing Tech,egl accession,mutS accession,other accession,Citation,Year published,Data entered by,Comments
100,I,,14,,Pss81,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,1991,121.1506,22.7553667,"Taitung, South East, Taiwan",Taiwan,Eastern Asia,Asia,,,,EU407270,JF702701,,"C.-H. Lin 2014, https://doi.org/10.1111/ppa.12209",2014,Jason Avalos,
102,I,,14,,Rd15,,,Raphanus sativus (Radish),Raphanus sativus,Raphanus,Brassicaceae,Brassicales,1991,120.76201,24.326887,"Taichung, Central, Taiwan",Taiwan,Eastern Asia,Asia,,,,EU407329,,,"C.-H. Lin 2014, https://doi.org/10.1111/ppa.12209",2014,Jason Avalos,
103,I,,14,,Rk?YcSj?05?38,,,Kaempferia galanga (Aromatic Ginger),Kaempferia galanga,Kaempferia,Zingiberaceae,Zingiberales,2005,101.9018751,35.48670298,China,China,Eastern Asia,Asia,,,,KC441902,,,"She 2018, https://doi.org/10.1111/jph.12674",2018,Kyle Chipman,
104,I,,14,,Rk?YcSj?11?1,,,Kaempferia galanga (Aromatic Ginger),Kaempferia galanga,Kaempferia,Zingiberaceae,Zingiberales,2011,101.9018751,35.48670298,China,China,Eastern Asia,Asia,,,,KY848647,,,"She 2018, https://doi.org/10.1111/jph.12674",2018,Kyle Chipman,
105,I,,14,,RS05,,,Solanum tuberosum (Potato),Solanum tuberosum,Solanum,Solanaceae,Solanales,2013,101.9018751,35.48670298,China,China,Eastern Asia,Asia,,,,KY913612,,,"She 2018, https://doi.org/10.1111/jph.12674",2018,Kyle Chipman,
106,I,,14,,RS-10-250,,,Solanum melongena (Eggplant),Solanum melongena,Solanum,Solanaceae,Solanales,2010,92.7390448,11.6645348,"Andaman and Nicobar Islands, India, India",India,Southern Asia,Asia,,,,HQ245037,,,"Ramesh 2014, https://doi.org/10.1007/s10658-014-0487-5",2014,Jason Avalos,
107,I,,14,,RS131,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2014,101.9018751,35.48670298,China,China,Eastern Asia,Asia,,,,MF418066,,,"She 2018, https://doi.org/10.1111/jph.12674",2018,Kyle Chipman,
108,I,,14,,RS246,,,Zingiber officinale (Ginger),Zingiber officinale,Zingiber,Zingiberaceae,Zingiberales,2015,101.9018751,35.48670298,China,China,Eastern Asia,Asia,,,,MF418090,,,"She 2018, https://doi.org/10.1111/jph.12674",2018,Kyle Chipman,
109,I,,14,,RS279,,,Kaempferia galanga (Aromatic Ginger),Kaempferia galanga,Kaempferia,Zingiberaceae,Zingiberales,2015,101.9018751,35.48670298,China,China,Eastern Asia,Asia,,,,KY848658,,,"She 2018, https://doi.org/10.1111/jph.12674",2018,Kyle Chipman,
110,I,,14,,RUN258,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,,121.1506,22.7553667,"Taitung, South East, Taiwan",Taiwan,Eastern Asia,Asia,,,,,,,"N'Guessan 2013, https://doi.org/10.1016/j.mimet.2013.01.012",2013,Maria Charco Munoz,
111,I,,14,,RUN1528,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2004,-89.866035,14.505585,"Monjas, Jalapa, Guatemala",Guatemala,Central America,North America,,,,,,,"N'Guessan 2013, https://doi.org/10.1016/j.mimet.2013.01.012",2013,Maria Charco Munoz,
112,I,,14,,RUN1538,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2010,-3.2084251,6.1092931,"Songon, Ivory Coast",Côte d'Ivoire,Western Africa,Africa,,,,,,,"Guessan 2012, http://dx.doi.org/10.1094/PHYTO-11-11-0300",2012,Jason Avalos,
113,I,,14,,RUN1752,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2010,-5.9089495,6.6167489,"Sinfra P2, Ivory Coast",Côte d'Ivoire,Western Africa,Africa,,,,,,,"N'Guessan 2013, https://doi.org/10.1016/j.mimet.2013.01.012",2013,Maria Charco Munoz,
114,I,,14,,RUN1756,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2010,-5.9089495,6.6167489,"Sinfra P2, Ivory Coast",Côte d'Ivoire,Western Africa,Africa,,,,,,,"N'Guessan 2013, https://doi.org/10.1016/j.mimet.2013.01.012",2013,Maria Charco Munoz,
115,I,,14,,RUN1767,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2010,-3.2084251,6.1092931,"Songon, Ivory Coast",Côte d'Ivoire,Western Africa,Africa,,,,,,,"N'Guessan 2013, https://doi.org/10.1016/j.mimet.2013.01.012",2013,Maria Charco Munoz,
116,I,,14,,RUN1821,,,Solanum melongena (Eggplant),Solanum melongena,Solanum,Solanaceae,Solanales,2010,-7.5501703,7.4090813,"Man, Ivory Coast",Côte d'Ivoire,Western Africa,Africa,,,,,,,"N'Guessan 2013, https://doi.org/10.1016/j.mimet.2013.01.012",2013,Maria Charco Munoz,
117,I,,14,,RUN1854,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2011,-5.273263,6.809107,"Yamoussoukro, Nanan, Ivory Coast",Côte d'Ivoire,Western Africa,Africa,,,,,,,"N'Guessan 2013, https://doi.org/10.1016/j.mimet.2013.01.012",2013,Maria Charco Munoz,
118,I,,14,,RUN1856,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2011,-5.273263,6.809107,"Yamoussoukro, Nanan, Ivory Coast",Côte d'Ivoire,Western Africa,Africa,,,,,,,"N'Guessan 2013, https://doi.org/10.1016/j.mimet.2013.01.012",2013,Maria Charco Munoz,
119,I,,14,,RUN1857,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2011,-5.273263,6.809107,"Yamoussoukro, Nanan, Ivory Coast",Côte d'Ivoire,Western Africa,Africa,,,,,,,"N'Guessan 2013, https://doi.org/10.1016/j.mimet.2013.01.012",2013,Maria Charco Munoz,
120,I,,14,,RUN1858,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2011,-5.273263,6.809107,"Yamoussoukro, Nanan, Ivory Coast",Côte d'Ivoire,Western Africa,Africa,,,,,,,"N'Guessan 2013, https://doi.org/10.1016/j.mimet.2013.01.012",2013,Maria Charco Munoz,
121,I,,14,,RUN1908,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2011,-5.273263,6.809107,"Yamoussoukro, Zatta , Ivory Coast",Côte d'Ivoire,Western Africa,Africa,,,,,,,"N'Guessan 2013, https://doi.org/10.1016/j.mimet.2013.01.012",2013,Maria Charco Munoz,
122,I,,14,,RUN1909,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2011,-5.273263,6.809107,"Yamoussoukro, Zatta , Ivory Coast",Côte d'Ivoire,Western Africa,Africa,,,,,,,"N'Guessan 2013, https://doi.org/10.1016/j.mimet.2013.01.012",2013,Maria Charco Munoz,
123,I,,14,,RUN1910,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2011,-5.273263,6.809107,"Yamoussoukro, Zatta , Ivory Coast",Côte d'Ivoire,Western Africa,Africa,,,,,,,"N'Guessan 2013, https://doi.org/10.1016/j.mimet.2013.01.012",2013,Maria Charco Munoz,
124,I,,14,,RUN1911,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2011,-5.273263,6.809107,"Yamoussoukro, Zatta , Ivory Coast",Côte d'Ivoire,Western Africa,Africa,,,,,,,"N'Guessan 2013, https://doi.org/10.1016/j.mimet.2013.01.012",2013,Maria Charco Munoz,
125,I,,14,,RUN1915,,,Capsicum annuum (Pepper),Capsicum annuum,Capsicum,Solanaceae,Solanales,2011,-3.0993257,7.5304995,"Bassam, Ivory Coast",Côte d'Ivoire,Western Africa,Africa,,,,,,,"N'Guessan 2013, https://doi.org/10.1016/j.mimet.2013.01.012",2013,Maria Charco Munoz,
126,I,,14,,RUN1916,,,Capsicum annuum (Pepper),Capsicum annuum,Capsicum,Solanaceae,Solanales,2011,-3.0993257,7.5304995,"Bassam, Ivory Coast",Côte d'Ivoire,Western Africa,Africa,,,,,,,"N'Guessan 2013, https://doi.org/10.1016/j.mimet.2013.01.012",2013,Maria Charco Munoz,
127,I,,14,,RUN1917,,,Capsicum annuum (Pepper),Capsicum annuum,Capsicum,Solanaceae,Solanales,2011,-3.0993257,7.5304995,"Bassam, Ivory Coast",Côte d'Ivoire,Western Africa,Africa,,,,,,,"N'Guessan 2013, https://doi.org/10.1016/j.mimet.2013.01.012",2013,Maria Charco Munoz,
128,I,,14,,RUN1918,,,Capsicum annuum (Pepper),Capsicum annuum,Capsicum,Solanaceae,Solanales,2011,-3.0993257,7.5304995,"Bassam, Ivory Coast",Côte d'Ivoire,Western Africa,Africa,,,,,,,"N'Guessan 2013, https://doi.org/10.1016/j.mimet.2013.01.012",2013,Maria Charco Munoz,
129,I,,14,,RUN1919,,,Capsicum annuum (Pepper),Capsicum annuum,Capsicum,Solanaceae,Solanales,2011,-3.0993257,7.5304995,"Bassam, Ivory Coast",Côte d'Ivoire,Western Africa,Africa,,,,,,,"N'Guessan 2013, https://doi.org/10.1016/j.mimet.2013.01.012",2013,Maria Charco Munoz,
130,I,,14,,RUN1920,,,Capsicum annuum (Pepper),Capsicum annuum,Capsicum,Solanaceae,Solanales,2011,-3.0993257,7.5304995,"Bassam, Ivory Coast",Côte d'Ivoire,Western Africa,Africa,,,,,,,"N'Guessan 2013, https://doi.org/10.1016/j.mimet.2013.01.012",2013,Maria Charco Munoz,
131,I,,14,,RUN1921,,,Capsicum annuum (Pepper),Capsicum annuum,Capsicum,Solanaceae,Solanales,2011,-3.0993257,7.5304995,"Bassam, Ivory Coast",Côte d'Ivoire,Western Africa,Africa,,,,,,,"N'Guessan 2013, https://doi.org/10.1016/j.mimet.2013.01.012",2013,Maria Charco Munoz,
132,I,,14,,SC,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2001,101.9018751,35.48670298,China,China,Eastern Asia,Asia,,,,MF418055,,,"She 2018, https://doi.org/10.1111/jph.12674",2018,Kyle Chipman,
133,I,,14,,SCE4,,,Solanum melongena (Eggplant),Solanum melongena,Solanum,Solanaceae,Solanales,2004 - 2005,102.5197894,31.40537666,"Sichuan, China",China,Eastern Asia,Asia,,,,,,,"Xue 2011 , https://doi.org/10.1111/j.1574-6941.2010.01026.x",2011,Darrielle Williams,
134,I,,14,,SDWFZC-1,,,Nicotiana tabacum (Tobacco),Nicotiana tabacum,Nicotiana,Solanaceae,Solanales,2014,75.92666,21.195274,"Huai River Basin, China",China,Eastern Asia,Asia,,,,,,,"Liu 2017, https://doi.org/10.1007/s10658-016-1023-6",2017,Kyle Chipman,
135,I,,14,,T454-B,,,Curcuma longa (Turmeric),Curcuma longa,Curcuma,Zingiberaceae,Zingiberales,1988,106.8272159,-6.17555357,Indonesia,Indonesia,South-Eastern Asia,Asia,,,,AB678481,AB678518,,"Waki 2013, https://doi.org/10.6090/jarq.47.283",2013,Maria Charco Munoz,
136,I,,14,,T625-98,,,Zingiber officinale (Ginger),Zingiber officinale,Zingiber,Zingiberaceae,Zingiberales,1992,106.8272159,-6.17555357,Indonesia,Indonesia,South-Eastern Asia,Asia,,,,AB621663,AB621685,,"Waki 2013, https://doi.org/10.6090/jarq.47.283",2013,Maria Charco Munoz,
137,I,,14,,T736,,,Zingiber officinale (Ginger),Zingiber officinale,Zingiber,Zingiberaceae,Zingiberales,1993,106.8272159,-6.17555357,Indonesia,Indonesia,South-Eastern Asia,Asia,,,,AB621664,AB621686,,"Waki 2013, https://doi.org/10.6090/jarq.47.283",2013,Maria Charco Munoz,
138,I,,14,,T740,,,Zingiber officinale (Ginger),Zingiber officinale,Zingiber,Zingiberaceae,Zingiberales,1993,106.8272159,-6.17555357,Indonesia,Indonesia,South-Eastern Asia,Asia,,,,AB621665,AB621687,,"Waki 2013, https://doi.org/10.6090/jarq.47.283",2013,Maria Charco Munoz,
139,I,,14,,T924-2,,,Zingiber officinale (Ginger),Zingiber officinale,Zingiber,Zingiberaceae,Zingiberales,1996,106.8272159,-6.17555357,Indonesia,Indonesia,South-Eastern Asia,Asia,,,,AB678489,AB678526,,"Waki 2013, https://doi.org/10.6090/jarq.47.283",2013,Maria Charco Munoz,
140,I,,14,,T948,,,Zingiber officinale (Ginger),Zingiber officinale,Zingiber,Zingiberaceae,Zingiberales,1998,106.8272159,-6.17555357,Indonesia,Indonesia,South-Eastern Asia,Asia,,,,AB621672,AB621694,,"Waki 2013, https://doi.org/10.6090/jarq.47.283",2013,Maria Charco Munoz,
142,I,,14,,TG8-2,,,Zingiber officinale (Ginger),Zingiber officinale,Zingiber,Zingiberaceae,Zingiberales,2011,139.734224,36.381231,"Tochigi, Japan",Japan,Eastern Asia,Asia,,,,AB732947,AB732952,,"Waki 2013, https://doi.org/10.6090/jarq.47.283",2013,Maria Charco Munoz,
143,I,,14,,TG9-1,,,Zingiber officinale (Ginger),Zingiber officinale,Zingiber,Zingiberaceae,Zingiberales,2011,139.734224,36.381231,"Tochigi, Japan",Japan,Eastern Asia,Asia,,,,AB732948,AB732953,,"Waki 2013, https://doi.org/10.6090/jarq.47.283",2013,Maria Charco Munoz,
144,I,,14,,Tm2,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,,108.7128129,23.6571493,"Sanmenjiang, Guangxi, China",China,Eastern Asia,Asia,,,,,,,"Pan 2013, https://doi.org/10.1007/s10658-013-0249-9",2013,Maria Charco Munoz,
145,I,,14,,UnnamedStrain,,,Angelica keiskei (Tomorrow's Leaf),Angelica keiskei,Angelica,Apiaceae,Apiales,,112.421663,-7.504163,"Honshu, Shikoku, Kyushu, Japan",Japan,Eastern Asia,Asia,,,,,,,"Horita 2014, https://doi.org/10.1007/s10327-014-0537-z",2014,Jason Avalos,
146,I,,14,,UnnamedStrain,,,Campanulaceae sp. (Bellflower),,Campanulaceae,Campanulaceae,Asterales,,112.421663,-7.504163,"Honshu, Shikoku, Kyushu, Japan",Japan,Eastern Asia,Asia,,,,,,,"Horita 2014, https://doi.org/10.1007/s10327-014-0537-z",2014,Jason Avalos,
147,I,,14,,UnnamedStrain,,,Strelitzia reginae (Bird of Paradise),Strelitzia reginae,Strelitzia,Strelitziaceae,Zingiberales,,112.421663,-7.504163,"Honshu, Shikoku, Kyushu, Japan",Japan,Eastern Asia,Asia,,,,,,,"Horita 2014, https://doi.org/10.1007/s10327-014-0537-z",2014,Jason Avalos,
148,I,,14,,UnnamedStrain,,,Solanum melongena (Eggplant),Solanum melongena,Solanum,Solanaceae,Solanales,,112.421663,-7.504163,"Honshu, Shikoku, Kyushu, Japan",Japan,Eastern Asia,Asia,,,,,,,"Horita 2014, https://doi.org/10.1007/s10327-014-0537-z",2014,Jason Avalos,
149,I,,14,,UnnamedStrain,,,Zingiber officinale (Ginger),Zingiber officinale,Zingiber,Zingiberaceae,Zingiberales,,112.421663,-7.504163,"Honshu, Shikoku, Kyushu, Japan",Japan,Eastern Asia,Asia,,,,,,,"Horita 2014, https://doi.org/10.1007/s10327-014-0537-z",2014,Jason Avalos,
150,I,,14,,UnnamedStrain,,,Impatiens walleriana (Impatiens),Impatiens walleriana,Impatiens,Balsaminaceae,Ericales,,112.421663,-7.504163,"Honshu, Shikoku, Kyushu, Japan",Japan,Eastern Asia,Asia,,,,,,,"Horita 2014, https://doi.org/10.1007/s10327-014-0537-z",2014,Jason Avalos,
151,I,,14,,UnnamedStrain,,,Capsicum annuum (Pepper),Capsicum annuum,Capsicum,Solanaceae,Solanales,,112.421663,-7.504163,"Honshu, Shikoku, Kyushu, Japan",Japan,Eastern Asia,Asia,,,,,,,"Horita 2014, https://doi.org/10.1007/s10327-014-0537-z",2014,Jason Avalos,
152,I,,14,,UnnamedStrain,,,Portulaca sp. (Purslane),,Portulaca,Portulacaceae,Caryophyllales,,112.421663,-7.504163,"Honshu, Shikoku, Kyushu, Japan",Japan,Eastern Asia,Asia,,,,,,,"Horita 2014, https://doi.org/10.1007/s10327-014-0537-z",2014,Jason Avalos,
153,I,,14,,UnnamedStrain,,,Solanum tuberosum (Potato),Solanum tuberosum,Solanum,Solanaceae,Solanales,,112.421663,-7.504163,"Honshu, Shikoku, Kyushu, Japan",Japan,Eastern Asia,Asia,,,,,,,"Horita 2014, https://doi.org/10.1007/s10327-014-0537-z",2014,Jason Avalos,
154,I,,14,,UnnamedStrain,,,Eustoma russellianum (Russel Prairie Gentian),Eustoma russellianum,Eustoma,Gentianaceae,Gentianales,,112.421663,-7.504163,"Honshu, Shikoku, Kyushu, Japan",Japan,Eastern Asia,Asia,,,,,,,"Horita 2014, https://doi.org/10.1007/s10327-014-0537-z",2014,Jason Avalos,
155,I,,14,,UnnamedStrain,,,Limonium sp. (Sea-lavender),,Limonium,Plumbaginaceae,Caryophyllales,,112.421663,-7.504163,"Honshu, Shikoku, Kyushu, Japan",Japan,Eastern Asia,Asia,,,,,,,"Horita 2014, https://doi.org/10.1007/s10327-014-0537-z",2014,Jason Avalos,
156,I,,14,,UnnamedStrain,,,Capsicum annuum (Pepper),Capsicum annuum,Capsicum,Solanaceae,Solanales,,112.421663,-7.504163,"Honshu, Shikoku, Kyushu, Japan",Japan,Eastern Asia,Asia,,,,,,,"Horita 2014, https://doi.org/10.1007/s10327-014-0537-z",2014,Jason Avalos,
157,I,,14,,UnnamedStrain,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,,112.421663,-7.504163,"Honshu, Shikoku, Kyushu, Japan",Japan,Eastern Asia,Asia,,,,,,,"Horita 2014, https://doi.org/10.1007/s10327-014-0537-z",2014,Jason Avalos,
158,I,,14,,UnnamedStrain,,,Aralia cordata (Udo),Aralia cordata,Aralia,Araliaceae,Apiales,,112.421663,-7.504163,"Honshu, Shikoku, Kyushu, Japan",Japan,Eastern Asia,Asia,,,,,,,"Horita 2014, https://doi.org/10.1007/s10327-014-0537-z",2014,Jason Avalos,
159,I,,14,,UW555,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2004-2005,-89.866035,14.505585,"Monjas, Jalapa, Guatemala",Guatemala,Central America,North America,,,,,,,"Sanchez Perez 2008, https://doi.org/10.1111/j.1365-3059.2007.01769.x",2008,Tiffany Lowe-Power,
160,I,,14,,UW558,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2004-2005,-89.866035,14.505585,"Monjas, Jalapa, Guatemala",Guatemala,Central America,North America,,,,,,,"Sanchez Perez 2008, https://doi.org/10.1111/j.1365-3059.2007.01769.x",2008,Tiffany Lowe-Power,
161,I,,14,,UW559,,Soil (From Tomato Field),,,,,,2004-2005,-89.866035,14.505585,"Monjas, Jalapa, Guatemala",Guatemala,Central America,North America,,,,,,,"Sanchez Perez 2008, https://doi.org/10.1111/j.1365-3059.2007.01769.x",2008,Tiffany Lowe-Power,
162,I,,14,,UW561,,Soil (From Tomato Field),,,,,,2004-2005,-89.866035,14.505585,"Monjas, Jalapa, Guatemala",Guatemala,Central America,North America,,,,,,,"Sanchez Perez 2008, https://doi.org/10.1111/j.1365-3059.2007.01769.x",2008,Tiffany Lowe-Power,
163,I,,14,,UW562,,Soil (From Tomato Field),,,,,,2004-2005,-89.866035,14.505585,"Monjas, Jalapa, Guatemala",Guatemala,Central America,North America,,,,,,,"Sanchez Perez 2008, https://doi.org/10.1111/j.1365-3059.2007.01769.x",2008,Tiffany Lowe-Power,
164,I,,14,,UW564,,Soil (From Tomato Field),,,,,,2004-2005,-89.866035,14.505585,"Monjas, Jalapa, Guatemala",Guatemala,Central America,North America,,,,,,,"Sanchez Perez 2008, https://doi.org/10.1111/j.1365-3059.2007.01769.x",2008,Tiffany Lowe-Power,
165,I,,14,,UW567,,Soil (From Tomato Field),,,,,,2004-2005,-89.866035,14.505585,"Monjas, Jalapa, Guatemala",Guatemala,Central America,North America,,,,,,,"Sanchez Perez 2008, https://doi.org/10.1111/j.1365-3059.2007.01769.x",2008,Tiffany Lowe-Power,
167,I,,14,,UW569,,Soil (From Tomato Field),,,,,,2004-2005,-89.624115,14.620699,"Ipala, Chiquimula, Guatemala",Guatemala,Central America,North America,,,,,,,"Sanchez Perez 2008, https://doi.org/10.1111/j.1365-3059.2007.01769.x",2008,Tiffany Lowe-Power,
168,I,,14,,UW574,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2004-2005,-89.65068,14.497233,"Agua Blanca, Jutiapa, Guatemala",Guatemala,Central America,North America,,,,,,,"Sanchez Perez 2008, https://doi.org/10.1111/j.1365-3059.2007.01769.x",2008,Tiffany Lowe-Power,
169,I,,14,,UW575,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2004-2005,-89.65068,14.497233,"Agua Blanca, Jutiapa, Guatemala",Guatemala,Central America,North America,,,,,,,"Sanchez Perez 2008, https://doi.org/10.1111/j.1365-3059.2007.01769.x",2008,Tiffany Lowe-Power,
170,I,,14,,UW601,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2004-2005,-89.65068,14.497233,"Agua Blanca, Jutiapa, Guatemala",Guatemala,Central America,North America,,,,,,,"Sanchez Perez 2008, https://doi.org/10.1111/j.1365-3059.2007.01769.x",2008,Tiffany Lowe-Power,
171,I,,14,,UW602,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2004-2005,-89.65068,14.497233,"Agua Blanca, Jutiapa, Guatemala",Guatemala,Central America,North America,,,,,,,"Sanchez Perez 2008, https://doi.org/10.1111/j.1365-3059.2007.01769.x",2008,Tiffany Lowe-Power,
172,I,,14,,UW603,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2004-2005,-89.5969067,14.5297888,"Amatillo, Chiquimula, Guatemala",Guatemala,Central America,North America,,,,,,,"Sanchez Perez 2008, https://doi.org/10.1111/j.1365-3059.2007.01769.x",2008,Tiffany Lowe-Power,
173,I,,14,,UW605,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2004-2005,-89.89333,14.288404,"Tres Ceibas, Jutiapa, Guatemala",Guatemala,Central America,North America,,,,,,,"Sanchez Perez 2008, https://doi.org/10.1111/j.1365-3059.2007.01769.x",2008,Tiffany Lowe-Power,
174,I,,14,,UW606,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2004-2005,-89.624115,14.620699,"Ipala, Chiquimula, Guatemala",Guatemala,Central America,North America,,,,,,,"Sanchez Perez 2008, https://doi.org/10.1111/j.1365-3059.2007.01769.x",2008,Tiffany Lowe-Power,
175,I,,14,,UW607,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2004-2005,-90.19866,14.787433,"Sanarate, El Progreso, Guatemala",Guatemala,Central America,North America,,,,,,,"Sanchez Perez 2008, https://doi.org/10.1111/j.1365-3059.2007.01769.x",2008,Tiffany Lowe-Power,
176,I,,14,,UW608,,,Solanum americanum (American Black Nightshade),Solanum americanum,Solanum,Solanaceae,Solanales,2004-2005,-90.19866,14.787433,"Sanarate, El Progreso, Guatemala",Guatemala,Central America,North America,,,,,,,"Sanchez Perez 2008, https://doi.org/10.1111/j.1365-3059.2007.01769.x",2008,Tiffany Lowe-Power,
177,I,,14,,UW609,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2004-2005,-90.731034,14.546418,"Los Llanos, Sanarate, Guatemala",Guatemala,Central America,North America,,,,,,,"Sanchez Perez 2008, https://doi.org/10.1111/j.1365-3059.2007.01769.x",2008,Tiffany Lowe-Power,
178,I,,14,,UW613,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2004-2005,-90.19866,14.787433,"Sanarate, El Progreso, Guatemala",Guatemala,Central America,North America,,,,,,,"Sanchez Perez 2008, https://doi.org/10.1111/j.1365-3059.2007.01769.x",2008,Tiffany Lowe-Power,
179,I,,14,,UW614,,,Solanum melongena (Eggplant),Solanum melongena,Solanum,Solanaceae,Solanales,2004-2005,-89.57435,14.998729,"Estanzuela, Zacapa, Guatemala",Guatemala,Central America,North America,,,,,,,"Sanchez Perez 2008, https://doi.org/10.1111/j.1365-3059.2007.01769.x",2008,Tiffany Lowe-Power,
180,I,,14,,UW615,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2004-2005,-89.371635,14.817848,"Camotan, Chiquimula, Guatemala",Guatemala,Central America,North America,,,,,,,"Sanchez Perez 2008, https://doi.org/10.1111/j.1365-3059.2007.01769.x",2008,Tiffany Lowe-Power,
